Season,T1TeamID,T2TeamID,T1Score_sum,T1Score_max,T1Score_min,T1Score_mean,T1FGM_sum,T1FGM_max,T1FGM_min,T1FGM_mean,T1FGA_sum,T1FGA_max,T1FGA_min,T1FGA_mean,T1FGM3_sum,T1FGM3_max,T1FGM3_min,T1FGM3_mean,T1FGA3_sum,T1FGA3_max,T1FGA3_min,T1FGA3_mean,T1FTM_sum,T1FTM_max,T1FTM_min,T1FTM_mean,T1FTA_sum,T1FTA_max,T1FTA_min,T1FTA_mean,T1OR_sum,T1OR_max,T1OR_min,T1OR_mean,T1DR_sum,T1DR_max,T1DR_min,T1DR_mean,T1Ast_sum,T1Ast_max,T1Ast_min,T1Ast_mean,T1TO_sum,T1TO_max,T1TO_min,T1TO_mean,T1Stl_sum,T1Stl_max,T1Stl_min,T1Stl_mean,T1Blk_sum,T1Blk_max,T1Blk_min,T1Blk_mean,T1PF_sum,T1PF_max,T1PF_min,T1PF_mean,T1Loc_A_sum,T1Loc_A_mean,T1Loc_H_sum,T1Loc_H_mean,T1win_sum,T1win_mean,T2Score_sum,T2Score_max,T2Score_min,T2Score_mean,T2FGM_sum,T2FGM_max,T2FGM_min,T2FGM_mean,T2FGA_sum,T2FGA_max,T2FGA_min,T2FGA_mean,T2FGM3_sum,T2FGM3_max,T2FGM3_min,T2FGM3_mean,T2FGA3_sum,T2FGA3_max,T2FGA3_min,T2FGA3_mean,T2FTM_sum,T2FTM_max,T2FTM_min,T2FTM_mean,T2FTA_sum,T2FTA_max,T2FTA_min,T2FTA_mean,T2OR_sum,T2OR_max,T2OR_min,T2OR_mean,T2DR_sum,T2DR_max,T2DR_min,T2DR_mean,T2Ast_sum,T2Ast_max,T2Ast_min,T2Ast_mean,T2TO_sum,T2TO_max,T2TO_min,T2TO_mean,T2Stl_sum,T2Stl_max,T2Stl_min,T2Stl_mean,T2Blk_sum,T2Blk_max,T2Blk_min,T2Blk_mean,T2PF_sum,T2PF_max,T2PF_min,T2PF_mean,T2Loc_A_sum,T2Loc_A_mean,T2Loc_H_sum,T2Loc_H_mean,T2win_sum,T2win_mean,T1win,T1n_coach,T2n_coach,T1Seed,T2Seed,T1538rating,T2538rating,T1FirstD1Season,T1div1period,T2FirstD1Season,T2div1period,T1conf_rate,T2conf_rate,T1distmax,T1distmin,T1distsum,T1distmean,T2distmax,T2distmin,T2distsum,T2distmean
2009,1181,1127,2653,101,47,78.02941176470588,904,36,16,26.58823529411765,2016,76,42,59.294117647058826,246,12,1,7.235294117647059,705,39,11,20.735294117647058,599,40,4,17.61764705882353,828,49,6,24.352941176470587,453,23,6,13.323529411764707,792,35,12,23.294117647058822,455,23,6,13.382352941176471,419,21,4,12.323529411764707,289,17,4,8.5,139,12,1,4.088235294117647,613,23,13,18.029411764705884,7,0.20588235294117646,21,0.6176470588235294,28,0.8235294117647058,2097,91,51,69.9,721,34,16,24.033333333333335,1655,69,40,55.166666666666664,181,15,0,6.033333333333333,547,29,9,18.233333333333334,474,32,6,15.8,691,43,10,23.033333333333335,336,20,3,11.2,703,32,14,23.433333333333334,360,19,5,12.0,398,19,5,13.266666666666667,212,12,3,7.066666666666666,125,9,1,4.166666666666667,606,31,13,20.2,11,0.36666666666666664,17,0.5666666666666667,22,0.7333333333333333,1,1,1,2,15,92.12,85.11957286491617,1985,30,2002,13,0.581,0.485,30.637422543878866,0.04029361466250502,132.2486160130562,4.08332568343244,13.741911336851276,0.0841740898569723,76.75992087532774,2.696916842834905
2006,1211,1231,2403,109,60,80.1,819,39,18,27.3,1717,78,46,57.233333333333334,171,10,1,5.7,467,25,8,15.566666666666666,594,35,7,19.8,759,45,10,25.3,378,20,5,12.6,750,34,16,25.0,421,21,4,14.033333333333333,400,25,6,13.333333333333334,218,15,2,7.266666666666667,84,6,0,2.8,564,27,11,18.8,8,0.26666666666666666,18,0.6,27,0.9,2064,102,42,71.17241379310344,731,38,16,25.20689655172414,1590,77,44,54.827586206896555,252,16,2,8.689655172413794,637,34,7,21.96551724137931,350,26,2,12.068965517241379,501,35,4,17.275862068965516,290,21,4,10.0,694,35,14,23.93103448275862,434,29,7,14.96551724137931,424,22,7,14.620689655172415,183,11,0,6.310344827586207,69,8,0,2.3793103448275863,528,26,11,18.20689655172414,8,0.27586206896551724,17,0.5862068965517241,18,0.6206896551724138,1,1,1,3,6,92.148,87.36,1985,30,1985,30,0.502,0.574,41.03777616505605,0.02595879744711096,265.383657831559,8.404984263049355,24.048379321167957,0.018513849798724846,105.09963752547544,3.3638599116353447
2005,1305,1228,2017,84,52,69.55172413793103,717,33,17,24.724137931034484,1553,68,40,53.55172413793103,78,8,0,2.689655172413793,288,20,4,9.931034482758621,505,28,7,17.413793103448278,715,38,12,24.655172413793103,350,22,4,12.068965517241379,792,35,20,27.310344827586206,437,22,7,15.068965517241379,423,23,7,14.586206896551724,194,14,3,6.689655172413793,150,8,1,5.172413793103448,456,22,9,15.724137931034482,15,0.5172413793103449,14,0.4827586206896552,23,0.7931034482758621,2555,105,54,77.42424242424242,929,42,19,28.151515151515152,1901,78,44,57.60606060606061,287,15,4,8.696969696969697,719,34,14,21.78787878787879,410,23,3,12.424242424242424,566,35,5,17.151515151515152,362,19,4,10.969696969696969,772,31,13,23.393939393939394,613,27,11,18.575757575757574,367,23,5,11.121212121212121,252,15,2,7.636363636363637,113,8,0,3.4242424242424243,512,24,8,15.515151515151516,8,0.24242424242424243,16,0.48484848484848486,32,0.9696969696969697,0,1,1,9,1,82.88666666666667,94.02,1985,30,1985,30,0.508,0.559,38.75730639684163,0.01552565559452941,216.4906258953685,7.227363093517558,30.52451601671104,0.021736138929677937,134.65033721187777,4.245280449648751
2010,1181,1345,2651,114,57,77.97058823529412,901,43,18,26.5,2047,74,48,60.205882352941174,257,18,1,7.5588235294117645,672,32,12,19.764705882352942,592,32,5,17.41176470588235,776,40,11,22.823529411764707,497,25,4,14.617647058823529,831,35,12,24.441176470588236,474,27,6,13.941176470588236,378,15,5,11.117647058823529,236,13,2,6.9411764705882355,143,10,1,4.205882352941177,630,29,10,18.529411764705884,5,0.14705882352941177,22,0.6470588235294118,29,0.8529411764705882,2275,101,42,71.09375,794,37,15,24.8125,1781,81,44,55.65625,172,12,1,5.375,539,27,5,16.84375,515,29,4,16.09375,709,39,9,22.15625,333,23,5,10.40625,733,31,14,22.90625,449,24,5,14.03125,348,17,5,10.875,221,14,2,6.90625,143,10,0,4.46875,598,31,10,18.6875,10,0.3125,16,0.5,27,0.84375,1,1,1,1,4,92.12,88.774,1985,30,1985,30,0.578,0.552,12.62773631843832,0.04029361466250502,86.87553895363962,2.5551629104011653,31.1924230365927,0.013306115174986434,141.10403632080414,4.409501135025129
2006,1285,1130,2110,98,67,78.14814814814815,751,36,20,27.814814814814813,1535,71,47,56.851851851851855,201,14,3,7.444444444444445,525,28,12,19.444444444444443,407,26,3,15.074074074074074,571,34,6,21.14814814814815,299,20,5,11.074074074074074,650,32,17,24.074074074074073,478,25,5,17.703703703703702,382,23,8,14.148148148148149,197,11,4,7.296296296296297,79,7,0,2.925925925925926,508,28,11,18.814814814814813,9,0.3333333333333333,16,0.5925925925925926,21,0.7777777777777778,2385,92,58,74.53125,844,38,17,26.375,1725,72,38,53.90625,192,10,2,6.0,515,25,10,16.09375,505,30,5,15.78125,752,50,10,23.5,417,23,6,13.03125,709,33,10,22.15625,570,28,11,17.8125,426,24,6,13.3125,190,14,0,5.9375,137,11,1,4.28125,528,27,6,16.5,10,0.3125,16,0.5,25,0.78125,0,1,1,12,4,76.48,85.11957286491617,1985,30,1985,30,0.49,0.566,30.721531195569817,0.014944001081705198,183.63748447396756,6.375195399192448,29.727197673097074,0.01329019035332812,182.78745614721035,6.05400109165078
2013,1231,1393,2640,101,56,80.0,887,39,20,26.87878787878788,1824,74,42,55.27272727272727,241,12,2,7.303030303030303,586,25,9,17.757575757575758,625,30,5,18.939393939393938,839,44,9,25.424242424242426,411,24,7,12.454545454545455,863,35,19,26.151515151515152,480,27,7,14.545454545454545,429,19,6,13.0,247,13,2,7.484848484848484,123,7,0,3.727272727272727,564,25,12,17.09090909090909,9,0.2727272727272727,19,0.5757575757575758,27,0.8181818181818182,2497,108,39,71.34285714285714,899,42,15,25.685714285714287,2043,82,45,58.371428571428574,212,12,1,6.057142857142857,634,30,4,18.114285714285714,487,25,5,13.914285714285715,721,35,7,20.6,509,25,6,14.542857142857143,847,38,12,24.2,509,30,4,14.542857142857143,442,20,4,12.628571428571428,311,19,4,8.885714285714286,217,14,2,6.2,566,25,7,16.17142857142857,7,0.2,22,0.6285714285714286,26,0.7428571428571429,0,1,1,1,4,87.36,82.875,1985,30,1985,30,0.581,0.574,12.658316258230625,0.018513849798724846,73.73003044841185,2.2342433469215712,42.304880993308345,0.015229550671310179,140.27509538583612,4.007859868166746
2013,1281,1161,2516,102,49,76.24242424242425,900,41,16,27.272727272727273,1958,80,46,59.333333333333336,208,12,2,6.303030303030303,612,28,9,18.545454545454547,508,31,4,15.393939393939394,687,44,6,20.818181818181817,452,24,5,13.696969696969697,915,38,18,27.727272727272727,460,21,7,13.93939393939394,437,23,5,13.242424242424242,223,11,2,6.757575757575758,116,10,1,3.515151515151515,543,25,7,16.454545454545453,2,0.06060606060606061,25,0.7575757575757576,23,0.696969696969697,2240,89,55,72.25806451612904,773,32,19,24.93548387096774,1745,75,45,56.29032258064516,159,11,1,5.129032258064516,476,24,8,15.35483870967742,535,31,7,17.258064516129032,755,41,10,24.35483870967742,448,24,10,14.451612903225806,791,36,16,25.516129032258064,398,22,6,12.838709677419354,332,16,5,10.709677419354838,144,8,2,4.645161290322581,56,6,0,1.8064516129032258,529,25,11,17.06451612903226,7,0.22580645161290322,21,0.6774193548387096,23,0.7419354838709677,0,1,1,9,8,80.16499999999999,85.11957286491617,1985,30,1985,30,0.538,0.573,26.372908577224827,2.151280687125637,243.58934392965932,7.381495270595737,18.624398884096546,0.012034620959975217,156.6954112208644,5.0546906845440125
2013,1323,1235,2392,104,47,70.3529411764706,870,36,17,25.58823529411765,1878,77,45,55.23529411764706,224,12,1,6.588235294117647,600,28,9,17.647058823529413,428,33,4,12.588235294117647,605,49,7,17.794117647058822,378,21,4,11.117647058823529,854,37,14,25.11764705882353,578,26,11,17.0,376,18,3,11.058823529411764,173,11,2,5.088235294117647,130,9,0,3.823529411764706,484,32,7,14.235294117647058,6,0.17647058823529413,22,0.6470588235294118,25,0.7352941176470589,2628,98,51,79.63636363636364,910,40,18,27.575757575757574,2000,81,46,60.60606060606061,325,17,4,9.848484848484848,878,41,18,26.606060606060606,483,30,2,14.636363636363637,661,41,3,20.03030303030303,405,24,3,12.272727272727273,873,38,13,26.454545454545453,527,24,8,15.969696969696969,438,21,5,13.272727272727273,215,12,3,6.515151515151516,96,9,0,2.909090909090909,560,29,9,16.96969696969697,5,0.15151515151515152,24,0.7272727272727273,22,0.6666666666666666,0,1,1,7,10,85.52000000000001,86.84666666666668,1985,30,1985,30,0.574,0.556,14.826454292491919,0.0013600515651906156,131.75252630757876,3.875074303164081,22.2770379836926,0.015112065823706576,137.90613804917018,4.178973880277884
2008,1458,1168,2222,88,51,67.33333333333333,775,32,17,23.484848484848484,1721,67,35,52.15151515151515,192,13,3,5.818181818181818,535,27,7,16.21212121212121,480,30,2,14.545454545454545,677,37,2,20.515151515151516,383,20,4,11.606060606060606,802,33,15,24.303030303030305,422,24,5,12.787878787878787,399,20,1,12.090909090909092,208,14,1,6.303030303030303,110,9,0,3.3333333333333335,473,23,7,14.333333333333334,12,0.36363636363636365,18,0.5454545454545454,29,0.8787878787878788,2557,103,59,82.48387096774194,922,39,21,29.741935483870968,1936,80,46,62.45161290322581,267,15,3,8.612903225806452,693,32,14,22.35483870967742,446,25,3,14.387096774193548,632,37,4,20.387096774193548,372,21,4,12.0,740,36,14,23.870967741935484,478,26,3,15.419354838709678,416,24,7,13.419354838709678,274,16,2,8.838709677419354,45,5,0,1.4516129032258065,585,31,10,18.870967741935484,12,0.3870967741935484,15,0.4838709677419355,23,0.7419354838709677,1,1,1,3,14,86.6125,71.88,1985,30,1985,30,0.547,0.479,28.70755868979717,0.012544128091263996,150.2458406749439,4.775186838747445,34.98080102176926,0.040903649795705946,126.92104331878633,4.412409351722168
2010,1401,1345,2208,89,54,71.2258064516129,732,31,18,23.612903225806452,1665,66,45,53.70967741935484,193,12,2,6.225806451612903,575,31,8,18.548387096774192,551,31,5,17.774193548387096,831,45,11,26.806451612903224,369,20,5,11.903225806451612,758,35,13,24.451612903225808,372,19,6,12.0,382,21,4,12.32258064516129,206,13,1,6.645161290322581,104,7,0,3.3548387096774195,573,28,9,18.483870967741936,6,0.1935483870967742,19,0.6129032258064516,22,0.7096774193548387,2275,101,42,71.09375,794,37,15,24.8125,1781,81,44,55.65625,172,12,1,5.375,539,27,5,16.84375,515,29,4,16.09375,709,39,9,22.15625,333,23,5,10.40625,733,31,14,22.90625,449,24,5,14.03125,348,17,5,10.875,221,14,2,6.90625,143,10,0,4.46875,598,31,10,18.6875,10,0.3125,16,0.5,27,0.84375,0,1,1,5,4,85.185,88.774,1985,30,1985,30,0.584,0.552,31.053904192612208,0.009468263039240676,162.91559938264223,5.255341915569104,31.1924230365927,0.013306115174986434,141.10403632080414,4.409501135025129
2008,1328,1257,2258,99,45,68.42424242424242,792,36,14,24.0,1791,67,38,54.27272727272727,209,13,2,6.333333333333333,600,27,8,18.181818181818183,465,28,5,14.090909090909092,683,39,6,20.696969696969695,375,18,5,11.363636363636363,812,36,11,24.606060606060606,413,24,6,12.515151515151516,426,20,5,12.909090909090908,218,12,2,6.606060606060606,130,7,1,3.9393939393939394,558,24,12,16.90909090909091,7,0.21212121212121213,20,0.6060606060606061,22,0.6666666666666666,2302,104,47,71.9375,816,36,18,25.5,1800,72,39,56.25,241,22,3,7.53125,704,37,10,22.0,429,33,6,13.40625,655,46,9,20.46875,373,22,4,11.65625,834,35,17,26.0625,474,28,6,14.8125,424,20,7,13.25,259,14,2,8.09375,157,13,0,4.90625,582,26,11,18.1875,10,0.3125,18,0.5625,24,0.75,0,1,1,6,3,84.62,88.35,1985,30,1985,30,0.567,0.561,31.380859956294067,0.017801216088795802,161.41395378913865,5.288092890117501,17.7687010981758,0.040388626883319505,118.42199027648222,3.7811979979101897
