Season,T1TeamID,T2TeamID,T1Score_sum,T1Score_max,T1Score_min,T1Score_mean,T1FGM_sum,T1FGM_max,T1FGM_min,T1FGM_mean,T1FGA_sum,T1FGA_max,T1FGA_min,T1FGA_mean,T1FGM3_sum,T1FGM3_max,T1FGM3_min,T1FGM3_mean,T1FGA3_sum,T1FGA3_max,T1FGA3_min,T1FGA3_mean,T1FTM_sum,T1FTM_max,T1FTM_min,T1FTM_mean,T1FTA_sum,T1FTA_max,T1FTA_min,T1FTA_mean,T1OR_sum,T1OR_max,T1OR_min,T1OR_mean,T1DR_sum,T1DR_max,T1DR_min,T1DR_mean,T1Ast_sum,T1Ast_max,T1Ast_min,T1Ast_mean,T1TO_sum,T1TO_max,T1TO_min,T1TO_mean,T1Stl_sum,T1Stl_max,T1Stl_min,T1Stl_mean,T1Blk_sum,T1Blk_max,T1Blk_min,T1Blk_mean,T1PF_sum,T1PF_max,T1PF_min,T1PF_mean,T1Loc_A_sum,T1Loc_A_mean,T1Loc_H_sum,T1Loc_H_mean,T1win_sum,T1win_mean,T2Score_sum,T2Score_max,T2Score_min,T2Score_mean,T2FGM_sum,T2FGM_max,T2FGM_min,T2FGM_mean,T2FGA_sum,T2FGA_max,T2FGA_min,T2FGA_mean,T2FGM3_sum,T2FGM3_max,T2FGM3_min,T2FGM3_mean,T2FGA3_sum,T2FGA3_max,T2FGA3_min,T2FGA3_mean,T2FTM_sum,T2FTM_max,T2FTM_min,T2FTM_mean,T2FTA_sum,T2FTA_max,T2FTA_min,T2FTA_mean,T2OR_sum,T2OR_max,T2OR_min,T2OR_mean,T2DR_sum,T2DR_max,T2DR_min,T2DR_mean,T2Ast_sum,T2Ast_max,T2Ast_min,T2Ast_mean,T2TO_sum,T2TO_max,T2TO_min,T2TO_mean,T2Stl_sum,T2Stl_max,T2Stl_min,T2Stl_mean,T2Blk_sum,T2Blk_max,T2Blk_min,T2Blk_mean,T2PF_sum,T2PF_max,T2PF_min,T2PF_mean,T2Loc_A_sum,T2Loc_A_mean,T2Loc_H_sum,T2Loc_H_mean,T2win_sum,T2win_mean,T1win,T1n_coach,T2n_coach,T1Seed,T2Seed,T1538rating,T2538rating,T1FirstD1Season,T1div1period,T2FirstD1Season,T2div1period,T1conf_rate,T2conf_rate,T1distmax,T1distmin,T1distsum,T1distmean,T2distmax,T2distmin,T2distsum,T2distmean
2003,1228,1323,2263,96,59,75.43333333333334,813,37,19,27.1,1674,75,43,55.8,223,12,3,7.433333333333334,605,31,9,20.166666666666668,414,26,4,13.8,573,34,5,19.1,292,24,2,9.733333333333333,762,32,17,25.4,548,26,12,18.266666666666666,395,20,5,13.166666666666666,210,13,2,7.0,93,8,0,3.1,574,27,12,19.133333333333333,3,0.1,20,0.6666666666666666,24,0.8,2483,102,55,80.09677419354838,844,36,19,27.225806451612904,1881,76,43,60.67741935483871,257,13,3,8.290322580645162,675,34,12,21.774193548387096,538,39,4,17.35483870967742,708,44,7,22.838709677419356,353,22,3,11.387096774193548,833,38,18,26.870967741935484,524,26,8,16.903225806451612,396,22,8,12.774193548387096,231,14,2,7.451612903225806,175,19,2,5.645161290322581,503,25,10,16.225806451612904,6,0.1935483870967742,20,0.6451612903225806,22,0.7096774193548387,0,1,1,4,5,94.02,85.52000000000001,1985,30,1985,30,0.554,0.562,30.71115188854605,0.021736138929677937,136.71761088644445,4.258156508315067,23.83493497526342,0.003280305870464629,154.14074441983283,4.77131261928415
2003,1454,1323,2313,100,61,77.1,818,35,20,27.266666666666666,1729,76,47,57.63333333333333,233,14,4,7.766666666666667,654,34,14,21.8,444,29,7,14.8,643,38,10,21.433333333333334,346,20,5,11.533333333333333,690,33,16,23.0,513,24,9,17.1,446,25,7,14.866666666666667,264,14,3,8.8,108,9,0,3.6,604,29,13,20.133333333333333,9,0.3,18,0.6,23,0.7666666666666667,2483,102,55,80.09677419354838,844,36,19,27.225806451612904,1881,76,43,60.67741935483871,257,13,3,8.290322580645162,675,34,12,21.774193548387096,538,39,4,17.35483870967742,708,44,7,22.838709677419356,353,22,3,11.387096774193548,833,38,18,26.870967741935484,524,26,8,16.903225806451612,396,22,8,12.774193548387096,231,14,2,7.451612903225806,175,19,2,5.645161290322581,503,25,10,16.225806451612904,6,0.1935483870967742,20,0.6451612903225806,22,0.7096774193548387,0,1,1,12,5,84.79832354357262,85.52000000000001,1991,24,1985,30,0.499,0.562,25.693977104851015,0.04636533171724648,134.89066127149243,4.4334505804821,23.83493497526342,0.003280305870464629,154.14074441983283,4.77131261928415
2003,1112,1242,2386,107,65,85.21428571428571,849,41,23,30.321428571428573,1840,88,50,65.71428571428571,197,13,3,7.035714285714286,562,36,12,20.071428571428573,491,26,9,17.535714285714285,700,35,14,25.0,425,23,9,15.178571428571429,774,38,19,27.642857142857142,494,26,5,17.642857142857142,414,22,7,14.785714285714286,237,17,2,8.464285714285714,118,9,1,4.214285714285714,497,22,11,17.75,12,0.42857142857142855,15,0.5357142857142857,25,0.8928571428571429,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,0,1,1,1,2,88.63,90.24199999999999,1985,30,1985,30,0.541,0.577,35.643333674102216,0.026292954269342646,225.03493524553025,6.873898176518982,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1113,1242,2203,108,55,75.96551724137932,789,36,18,27.20689655172414,1650,69,46,56.89655172413793,116,8,1,4.0,365,24,5,12.586206896551724,509,32,5,17.551724137931036,760,57,14,26.20689655172414,397,32,7,13.689655172413794,676,32,14,23.310344827586206,451,23,9,15.551724137931034,406,20,7,14.0,151,11,2,5.206896551724138,123,13,0,4.241379310344827,563,29,15,19.413793103448278,7,0.2413793103448276,18,0.6206896551724138,18,0.6206896551724138,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,0,1,1,10,2,81.6,90.24199999999999,1985,30,1985,30,0.541,0.577,45.21629387677383,1.0511088523620113,226.05494370309913,7.214328227039742,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1181,1242,2459,104,65,81.96666666666667,821,34,20,27.366666666666667,1810,73,45,60.333333333333336,220,13,3,7.333333333333333,618,37,12,20.6,597,37,6,19.9,842,45,13,28.066666666666666,413,28,7,13.766666666666667,693,33,14,23.1,415,19,4,13.833333333333334,421,21,10,14.033333333333333,255,15,1,8.5,154,13,1,5.133333333333334,638,37,10,21.266666666666666,3,0.1,21,0.7,24,0.8,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,0,1,1,3,2,92.12,90.24199999999999,1985,30,1985,30,0.567,0.577,30.637422543878866,0.04029361466250502,135.9817269900501,4.11206583987465,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1266,1242,2195,105,60,78.39285714285714,762,40,18,27.214285714285715,1575,75,39,56.25,162,9,2,5.785714285714286,427,25,6,15.25,509,33,7,18.178571428571427,661,38,9,23.607142857142858,367,19,4,13.107142857142858,674,33,16,24.071428571428573,457,29,9,16.321428571428573,380,30,8,13.571428571428571,168,12,2,6.0,102,6,1,3.642857142857143,522,26,9,18.642857142857142,8,0.2857142857142857,18,0.6428571428571429,23,0.8214285714285714,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,0,1,1,3,2,83.71000000000001,90.24199999999999,1985,30,1985,30,0.535,0.577,28.70886044295516,0.02466064244520019,199.776183913619,6.328837331197541,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1393,1242,2323,109,54,80.10344827586206,848,45,19,29.24137931034483,1804,82,44,62.206896551724135,152,11,1,5.241379310344827,460,26,9,15.862068965517242,475,29,5,16.379310344827587,685,41,8,23.620689655172413,415,30,5,14.310344827586206,780,36,17,26.896551724137932,434,28,7,14.96551724137931,395,26,4,13.620689655172415,241,12,3,8.310344827586206,211,13,2,7.275862068965517,481,26,10,16.586206896551722,6,0.20689655172413793,20,0.6896551724137931,24,0.8275862068965517,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,1,1,1,3,2,82.875,90.24199999999999,1985,30,1985,30,0.562,0.577,22.3663074510052,0.015229550671310179,125.73584534698008,3.9181829249251723,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1429,1242,1979,95,50,65.96666666666667,711,33,17,23.7,1558,66,41,51.93333333333333,121,8,0,4.033333333333333,364,20,4,12.133333333333333,436,22,6,14.533333333333333,607,30,11,20.233333333333334,379,27,5,12.633333333333333,671,30,11,22.366666666666667,417,22,8,13.9,367,19,7,12.233333333333333,152,11,1,5.066666666666666,60,6,0,2.0,483,24,11,16.1,8,0.26666666666666666,17,0.5666666666666667,22,0.7333333333333333,2440,105,56,81.33333333333333,907,43,21,30.233333333333334,1869,72,49,62.3,144,10,2,4.8,424,25,5,14.133333333333333,482,24,4,16.066666666666666,724,37,10,24.133333333333333,429,22,6,14.3,807,38,17,26.9,502,32,8,16.733333333333334,447,23,7,14.9,304,19,4,10.133333333333333,147,12,2,4.9,501,26,8,16.7,8,0.26666666666666666,15,0.5,23,0.7666666666666667,0,1,1,15,2,82.315,90.24199999999999,1985,30,1985,30,0.466,0.577,31.970556517322855,0.025444366292953283,172.13697093928218,5.523802344893093,34.86171326404203,0.026875523083278206,165.68730324611622,5.091236739665029
2003,1113,1272,2203,108,55,75.96551724137932,789,36,18,27.20689655172414,1650,69,46,56.89655172413793,116,8,1,4.0,365,24,5,12.586206896551724,509,32,5,17.551724137931036,760,57,14,26.20689655172414,397,32,7,13.689655172413794,676,32,14,23.310344827586206,451,23,9,15.551724137931034,406,20,7,14.0,151,11,2,5.206896551724138,123,13,0,4.241379310344827,563,29,15,19.413793103448278,7,0.2413793103448276,18,0.6206896551724138,18,0.6206896551724138,2161,94,58,74.51724137931035,762,36,18,26.275862068965516,1740,79,50,60.0,203,14,2,7.0,582,31,9,20.06896551724138,434,31,0,14.96551724137931,664,48,1,22.896551724137932,408,28,5,14.068965517241379,753,32,19,25.96551724137931,482,26,8,16.620689655172413,400,22,8,13.793103448275861,214,14,2,7.379310344827586,147,11,0,5.068965517241379,544,32,12,18.75862068965517,9,0.3103448275862069,18,0.6206896551724138,23,0.7931034482758621,1,1,1,10,7,81.6,84.79832354357264,1985,30,1985,30,0.541,0.535,45.21629387677383,1.0511088523620113,226.05494370309913,7.214328227039742,24.615965426956457,0.11565942893486127,156.16189690430832,4.827418184195303
2003,1141,1166,2301,106,51,79.34482758620689,772,36,14,26.620689655172413,1528,63,40,52.689655172413794,198,13,2,6.827586206896552,520,26,11,17.93103448275862,559,31,8,19.275862068965516,730,38,12,25.17241379310345,307,22,5,10.586206896551724,675,31,16,23.275862068965516,453,27,6,15.620689655172415,529,25,11,18.24137931034483,206,14,1,7.103448275862069,116,10,0,4.0,608,30,13,20.96551724137931,10,0.3448275862068966,16,0.5517241379310345,23,0.7931034482758621,2615,106,57,79.24242424242425,947,41,19,28.696969696969695,1896,69,48,57.45454545454545,263,15,4,7.96969696969697,676,28,13,20.484848484848484,458,30,7,13.878787878787879,661,40,10,20.03030303030303,359,18,6,10.878787878787879,765,30,17,23.181818181818183,555,26,5,16.818181818181817,441,21,8,13.363636363636363,277,14,3,8.393939393939394,147,9,0,4.454545454545454,570,25,11,17.272727272727273,7,0.21212121212121213,21,0.6363636363636364,29,0.8787878787878788,1,1,1,11,6,84.79832354357262,84.94333333333334,1985,30,1985,30,0.5,0.495,33.912350478112856,0.017853571840380795,159.9655078615031,5.412214252845166,25.695757438286268,0.014915588050098023,217.33996182027497,6.806938741545972
2003,1141,1181,2301,106,51,79.34482758620689,772,36,14,26.620689655172413,1528,63,40,52.689655172413794,198,13,2,6.827586206896552,520,26,11,17.93103448275862,559,31,8,19.275862068965516,730,38,12,25.17241379310345,307,22,5,10.586206896551724,675,31,16,23.275862068965516,453,27,6,15.620689655172415,529,25,11,18.24137931034483,206,14,1,7.103448275862069,116,10,0,4.0,608,30,13,20.96551724137931,10,0.3448275862068966,16,0.5517241379310345,23,0.7931034482758621,2459,104,65,81.96666666666667,821,34,20,27.366666666666667,1810,73,45,60.333333333333336,220,13,3,7.333333333333333,618,37,12,20.6,597,37,6,19.9,842,45,13,28.066666666666666,413,28,7,13.766666666666667,693,33,14,23.1,415,19,4,13.833333333333334,421,21,10,14.033333333333333,255,15,1,8.5,154,13,1,5.133333333333334,638,37,10,21.266666666666666,3,0.1,21,0.7,24,0.8,0,1,1,11,3,84.79832354357262,92.12,1985,30,1985,30,0.5,0.567,33.912350478112856,0.017853571840380795,159.9655078615031,5.412214252845166,30.637422543878866,0.04029361466250502,135.9817269900501,4.11206583987465
